baths,beds,city,area,lotSize,price,sqFt,stories,yearBuilt,zipcode
2,2,Biloxi,Briarfield,6098,315000,1560,1,2016,39531
3,3,Biloxi,Beau View,,375000,1813,1,2007,39531
2,4,Biloxi,Richland Park,,170000,2664,,1966,39531
3,4,Biloxi,Bay View,12196,175000,2157,1,1961,39531
1.5,3,Biloxi,Bay Vista,10454,138000,1458,1,1963,39531
2,3,Biloxi,Bay Vista,15245,212500,1930,1,1961,39531
2,3,Biloxi,Popps Ferry Place,9147,140000,1170,1.5,1991,39531
2,3,Biloxi,Briarfield,12196,380000,1577,1,2023,39531
3,3,Biloxi,Beau View,111949,539900,1813,1,2007,39531
3,5,Biloxi,La Bonne Terre,,479000,3035,1,2006,39531
2.5,4,Biloxi,Lake Villa,10890,189900,2040,2,1970,39531
3,4,Biloxi,Bay Vista,16117,239000,1904,1,1959,39531
2,3,Biloxi,Bay Vista,12196,175000,1372,1,1964,39531
2,3,Biloxi,Petit Bois,,289000,1760,1,1988,39531
4,4,Biloxi,Beau View,,799999,2500,1.5,2007,39531
3,4,Biloxi,Bay Vista,1742,55000,2101,,1959,39531
2,3,Biloxi,Richland Park,16988,369000,2354,1,1965,39531
2,3,Biloxi,Metes And Bounds,9147,235000,2264,1,1960,39531
2,3,Biloxi,St Charles Place,5227,162000,1455,1,2000,39531
2.5,3,Biloxi,Richland Park,10890,199900,2497,1,1960,39531
1.5,3,Biloxi,Bay Vista,14810,125000,1675,,1961,39531
1.5,3,Biloxi,Bay Vista,16117,169900,1200,1,1958,39531
3,5,Biloxi,Bay Vista,10454,229900,2371,1,1964,39531
2,3,Biloxi,Popps Ferry Place,5227,162900,1400,2,1993,39531
2,4,Biloxi,La Bonne Terre,12196,369900,2139,1,1997,39531
2,2,Biloxi,Beau View,,424500,1392,1,2007,39531
3,3,Biloxi,Beau View,111949,464900,1689,1,2007,39531
3,3,Biloxi,Beau View,111949,539000,1813,1,2007,39531
2,3,Biloxi,Popps Ferry Place,5227,152000,1101,1,1995,39531
2.5,5,Biloxi,La Bonne Terre,10454,414999,2562,1,1998,39531
2,4,Biloxi,La Bonne Terre,14810,395000,2625,1,2004,39531
1,2,Biloxi,Metes And Bounds,6098,174900,720,1,2008,39531
2,3,Biloxi,Petit Bois,13939,290000,1892,1,1995,39531
2,3,Biloxi,Edgewater Park,8712,229900,1580,1,1972,39531
3,3,Biloxi,Edgewater Park,8712,249900,2386,1,1975,39531
2,3,Biloxi,River Place,11761,290000,2036,1,1992,39531
3.5,4,Biloxi,River Place,13068,457900,3750,1,1994,39531
2,3,Biloxi,Richland Park,13503,424900,2600,1,1960,39531
2,4,Biloxi,Oakmont Place,,157000,2539,1,1961,39531
1,3,Biloxi,Briarfield,9147,152000,1149,1,1960,39531
2.5,4,Biloxi,Bay Vista,16117,169900,1816,1,1960,39531
2,4,Biloxi,Edgewater Park,9147,242000,2837,1,1950,39531
2,2,Biloxi,Beau View,,389900,1392,1,2008,39531
4.5,5,Biloxi,River Place,,453000,4775,2,1999,39531
2,4,Biloxi,Beauvior Park,,134900,2112,1,1962,39531
1.5,3,Biloxi,Bay Vista,,149490,1661,1,1967,39531
2,3,Biloxi,Bay Vista,18295,169900,1455,1,1955,39531
2,4,Biloxi,Bay Vista,16117,180000,1300,1,1959,39531
2,3,Biloxi,Popps Ferry Place,5227,110000,1140,1.5,1992,39531
2,3,Biloxi,Popps Ferry Place,6969,170000,1401,2,1993,39531
4,4,Biloxi,La Bonne Terre,47480,475000,4149,2,2001,39531
2.5,3,Biloxi,La Bonne Terre,,355000,2272,1,2004,39531
2,3,Biloxi,Bay Vista,21780,194500,2485,1,1960,39531
2,3,Biloxi,Bay Vista,12632,170000,1652,1,1966,39531
2,3,Biloxi,Bay Vista,,124900,1325,1,1959,39531
1.5,3,Biloxi,Bay Vista,14810,135000,1518,1,1962,39531
2,3,Biloxi,Popps Ferry Place,5227,165000,1428,2,1993,39531
2,4,Biloxi,Briarfield,8712,264900,2020,1,1960,39531
3,4,Biloxi,Goose Pointe,17424,419500,2500,2,2016,39531
2,3,Biloxi,Goose Pointe,5662,377900,2266,1.5,2015,39531
3,4,Biloxi,Goose Pointe,13939,429000,2452,1,2013,39531
3.5,4,Biloxi,Goose Pointe,121488840,714900,4207,2,2015,39531
2,3,Biloxi,Bay Vista,14374,189000,1569,1,1964,39531
4.5,5,Biloxi,Goose Pointe,17859,925000,4238,2,2017,39531
2,3,Biloxi,Enclave,2531707200,249500,1640,1,2020,39531
3,4,Biloxi,Goose Pointe,11325,597500,2491,2,2021,39531
3,4,Biloxi,Biloxi,8276,799990,2525,2,2022,39531
3,4,Biloxi,Biloxi,4791,599990,2525,2,2022,39531
3,4,Biloxi,Biloxi,5227,599990,2525,2,2022,39531
2,3,Biloxi,Briarfield,12196,340000,1995,1,1952,39531
3,4,Biloxi,Biloxi,5227,799990,2525,2,2023,39531
3,4,Biloxi,Biloxi,5227,799990,2525,2,2023,39531
2,2,Biloxi,Biloxi,4791,399990,1653,1,2022,39531
2,3,Biloxi,Biloxi,5227,299990,1379,1,2023,39531
2,3,Biloxi,Biloxi,5227,299990,1379,1,2023,39531
2,2,Biloxi,Biloxi,4791,399990,1653,1,2023,39531
3,4,Biloxi,Biloxi,5227,479990,2525,2,2023,39531
3,4,Biloxi,Biloxi,5227,474990,2525,2,2023,39531
2,2,Biloxi,Biloxi,4791,399990,1653,1,2023,39531
3,3,Biloxi,Biloxi,4791,469990,2179,2,2023,39531
2,3,Biloxi,Biloxi,5227,299990,1379,1,2023,39531
3,3,Biloxi,Biloxi,5227,379990,1893,2,2024,39531
3,3,Biloxi,Biloxi,5227,359990,1893,2,2024,39531
2,3,Biloxi,Biloxi,5227,314990,1379,1,2024,39531
3,3,Biloxi,Beau View,111949,539000,1813,3,2007,39531
2,3,Biloxi,Biloxi,5227,319990,1379,1,2024,39531
2,2,Biloxi,Beau View,111949,397500,1392,3,2007,39531
3,3,Biloxi,Beau View,,574999,1820,1,2007,39531
,,Biloxi,333 Place,25700,119000,,,,39531
,,Biloxi,Metes And Bounds,21780,47500,,,,39531
,,Biloxi,Edgewater Estates,13068,35000,,,,39531
,,Biloxi,Briarfield,34848,75000,,,,39530
,,Biloxi,Goose Pointe,25264,35000,,,,39531
,,Biloxi,Metes And Bounds,13068,35900,,,,39531
,,Biloxi,River Place,13068,49000,,,,39531
2,4,D'iberville,Creekwood Estates,74052,164000,2240,1,2001,39540
3,4,D'iberville,Coventry,12196,319329,3124,1,2007,39540
2,4,D'iberville,Coventry,13939,240000,2100,1,2007,39540
2,3,D'iberville,Coventry,15245,227000,2050,1,2006,39540
2,3,D'iberville,Coventry,9583,235900,1895,1,2007,39540
2,4,D'iberville,Coventry,10454,346000,2241,1,2008,39540
3,4,D'iberville,Coventry,16552,309900,2430,1,2005,39540
2,4,D'iberville,Coventry,14374,268900,2352,1,2006,39540
3,5,D'iberville,Windmill Ridge - D'Iberville,11325,409900,3076,1,2022,39540
3.5,4,D'iberville,Windmill Ridge - D'Iberville,13068,350000,2496,2,2022,39540
3,4,Biloxi,Coventry,16552,335000,3000,1,2007,39532
2,3,Biloxi,Avondale,3484,114900,1095,1,2008,39532
2,4,D'iberville,Coventry,10018,299000,2555,1,2006,39540
3,4,D'iberville,Coventry,12632,299900,3117,1,2006,39540
2,4,D'iberville,Coventry,11325,250000,2160,1,2007,39540
3,4,D'iberville,Coventry,11761,319000,3000,1,2006,39540
2,4,D'iberville,Coventry,10018,285000,2552,1,2006,39540
3,4,D'iberville,Coventry,12196,375000,3000,1,2006,39540
2,4,D'iberville,Coventry,16552,280000,2359,1,2007,39540
3,4,D'iberville,Coventry,20908,335000,2992,1,2008,39540
3,4,D'iberville,Coventry,22215,315000,3005,1,2007,39540
2,3,D'iberville,Avondale,3920,134999,1071,1,2008,39540
3,4,D'iberville,Coventry,10890,319500,2700,1,2006,39540
2,4,D'iberville,Coventry,10018,299999,2585,1,2006,39540
3,4,D'iberville,Coventry,10018,294900,3093,1,2006,39540
3.5,5,D'iberville,Coventry,,355000,3300,2,2009,39540
2,3,D'iberville,Avondale,3920,160000,1200,1,2022,39540
2,3,D'iberville,Janus Landing,36590,200000,1424,1,2018,39540
1.5,2,D'iberville,Avondale,1742,63500,940,2,2009,39540
1.5,2,D'iberville,Avondale,1306,63500,940,2,2009,39540
11,16,D'iberville,Metes And Bounds,150717,720000,6280,2,2009,39540
2,3,D'iberville,Janus Landing,16988,197000,1394,1,2018,39540
2,3,D'iberville,Avondale,3920,129900,1056,1,2017,39540
2,4,D'iberville,Windmill Ridge - D'Iberville,10454,315000,2079,1,2020,39540
3.5,4,D'iberville,Windmill Ridge - D'Iberville,11761,335000,2486,2,2020,39540
3,5,D'iberville,Windmill Ridge - D'Iberville,11325,403000,3112,1,2021,39540
3,4,D'iberville,Windmill Ridge - D'Iberville,13068,345000,2304,1,2021,39540
3.5,4,D'iberville,Windmill Ridge - D'Iberville,16988,425000,2758,1,2021,39540
2,3,D'iberville,Avondale,3920,134500,1200,1,2021,39540
2.5,4,D'iberville,Windmill Ridge - D'Iberville,10890,325900,2256,2,2021,39540
2.5,4,D'iberville,Windmill Ridge - D'Iberville,10890,320900,2256,2,2021,39540
2.5,4,D'iberville,Windmill Ridge - D'Iberville,16117,331900,2256,2,2022,39540
2.5,4,D'iberville,Windmill Ridge - D'Iberville,10890,315900,2256,2,2021,39540
3,4,D'iberville,Windmill Ridge - D'Iberville,11325,342500,2364,1,2021,39540
2.5,4,D'iberville,Windmill Ridge - D'Iberville,14810,336900,2256,2,2021,39540
3,4,D'iberville,Windmill Ridge - D'Iberville,12196,335000,2359,1,2021,39540
2,4,D'iberville,Windmill Ridge - D'Iberville,8712,317900,1948,1,2022,39540
3,5,D'iberville,Windmill Ridge - D'Iberville,24393,409900,3113,1,2022,39540
3,5,D'iberville,Windmill Ridge - D'Iberville,16117,409900,3126,1,2022,39540
2,4,D'iberville,Windmill Ridge - D'Iberville,11325,320900,2091,1,2022,39540
2,4,D'iberville,Windmill Ridge - D'Iberville,13503,320900,2091,1,2022,39540
3,4,D'iberville,Windmill Ridge - D'Iberville,11325,369900,2486,1,2022,39540
3.5,4,D'iberville,Windmill Ridge - D'Iberville,11325,384900,2785,1,2022,39540
2,4,D'iberville,Windmill Ridge - D'Iberville,11325,317900,1948,1,2022,39540
2,4,D'iberville,Windmill Ridge - D'Iberville,10890,309900,2091,1,2022,39540
2.5,4,D'iberville,Windmill Ridge - D'Iberville,11325,339900,2306,1,2022,39540
2.5,4,D'iberville,Windmill Ridge - D'Iberville,16117,344900,2256,2,2022,39540
3,5,D'iberville,Windmill Ridge - D'Iberville,24393,386900,3076,1,2022,39540
3,4,D'iberville,Windmill Ridge - D'Iberville,8712,362900,2304,1,2022,39540
2,4,D'iberville,Windmill Ridge - D'Iberville,15681,320900,2091,1,2022,39540
2,3,D'iberville,Avondale,3920,139500,1200,1,2022,39540
2,3,D'iberville,Avondale,3920,148000,1200,1,2022,39540
2,3,D'iberville,Avondale,3920,148000,1200,1,2022,39540
3.5,4,D'iberville,Windmill Ridge - D'Iberville,10890,384900,2796,1,2022,39540
2,4,D'iberville,Windmill Ridge - D'Iberville,11325,320900,2091,1,2022,39540
2,4,D'iberville,Windmill Ridge - D'Iberville,12632,320900,2091,1,2022,39540
2.5,4,D'iberville,Windmill Ridge - D'Iberville,11325,349900,2306,1,2022,39540
2,3,D'iberville,Avondale,21780,129900,1272,1,2017,39540
3,4,D'iberville,Windmill Ridge - D'Iberville,11325,367900,2304,1,2022,39540
3,5,D'iberville,Windmill Ridge - D'Iberville,11325,409900,3113,1,2023,39540
2.5,4,D'iberville,Windmill Ridge - D'Iberville,11325,349900,2306,1,2022,39540
2.5,4,D'iberville,Windmill Ridge - D'Iberville,11325,359900,2306,1,2022,39540
2,4,D'iberville,Windmill Ridge - D'Iberville,11325,309900,2091,1,2022,39540
3,4,D'iberville,Windmill Ridge - D'Iberville,11325,367900,2304,1,2022,39540
3,4,D'iberville,Windmill Ridge - D'Iberville,11325,362800,2304,1,2022,39540
3.5,4,D'iberville,Windmill Ridge - D'Iberville,10890,384900,2785,1,2022,39540
3,4,D'iberville,Windmill Ridge - D'Iberville,12196,369900,2486,1,2023,39540
3.5,4,D'iberville,Windmill Ridge - D'Iberville,11325,384900,2785,1,2023,39540
3,5,D'iberville,Windmill Ridge - D'Iberville,11325,409900,3076,1,2023,39540
2.5,4,D'iberville,Windmill Ridge - D'Iberville,11325,349900,2306,1,2023,39540
3,5,D'iberville,Windmill Ridge - D'Iberville,8712,409900,3113,1,2023,39540
2,4,D'iberville,Windmill Ridge - D'Iberville,10454,325900,2091,1,2023,39540
3,4,D'iberville,Windmill Ridge - D'Iberville,11325,367900,2304,1,2023,39540
3,5,D'iberville,Windmill Ridge - D'Iberville,8712,415900,3076,1,2023,39540
3,5,D'iberville,Windmill Ridge - D'Iberville,8712,414900,3113,1,2023,39540
3,4,D'iberville,Windmill Ridge - D'Iberville,11325,384900,2486,1,2024,39540
3,5,D'iberville,Windmill Ridge - D'Iberville,10890,425900,3127,1,2024,39540
3.5,4,D'iberville,Windmill Ridge - D'Iberville,13503,403900,2785,1,2024,39540
3,5,D'iberville,Windmill Ridge - D'Iberville,10890,433400,3113,1,2024,39540
2,4,D'iberville,Windmill Ridge - D'Iberville,10890,330900,1961,1,2024,39540
3.5,4,D'iberville,Windmill Ridge - D'Iberville,16552,408900,2785,1,2024,39540
3,4,D'iberville,Windmill Ridge - D'Iberville,11761,370900,2304,1,2024,39540
3.5,4,D'iberville,Windmill Ridge - D'Iberville,10890,403900,2785,1,2024,39540
3,4,D'iberville,Windmill Ridge - D'Iberville,11325,388900,2486,1,2024,39540
3,4,D'iberville,Windmill Ridge - D'Iberville,11325,388900,2486,1,2024,39540
3,4,D'iberville,Windmill Ridge - D'Iberville,13068,370900,2304,1,2024,39540
3,5,D'iberville,Windmill Ridge - D'Iberville,10890,428900,3113,1,2024,39540
3,4,D'iberville,Windmill Ridge - D'Iberville,11325,388900,2486,1,2024,39540
3,4,D'iberville,Windmill Ridge - D'Iberville,11325,389900,2486,1,2024,39540
3,5,D'iberville,Windmill Ridge - D'Iberville,12196,428900,3127,1,2024,39540
3,5,D'iberville,Windmill Ridge - D'Iberville,10890,428900,3127,1,2024,39540
2,4,D'iberville,Windmill Ridge - D'Iberville,10890,330900,1961,1,2024,39540
2,4,D'iberville,Windmill Ridge - D'Iberville,10890,330900,1961,1,2024,39540
2.5,4,D'iberville,Windmill Ridge - D'Iberville,10890,358900,2306,1,2024,39540
3,4,D'iberville,Windmill Ridge - D'Iberville,11325,366976,2304,1,2022,39540
3,4,D'iberville,Windmill Ridge - D'Iberville,11761,369800,2486,1,2022,39540
3,4,D'iberville,Windmill Ridge - D'Iberville,11325,369900,2486,1,2022,39540
2.5,4,D'iberville,Windmill Ridge - D'Iberville,11325,349900,2306,1,2022,39540
2,4,D'iberville,Windmill Ridge - D'Iberville,11325,321900,2091,1,2023,39540
3.5,4,D'iberville,Windmill Ridge - D'Iberville,10890,384900,2785,1,2023,39540
3,5,D'iberville,Windmill Ridge - D'Iberville,11761,410900,3113,1,2023,39540
2,4,D'iberville,Windmill Ridge - D'Iberville,11325,321900,2091,1,2023,39540
3.5,4,D'iberville,Windmill Ridge - D'Iberville,11325,385900,2785,1,2023,39540
2.5,4,D'iberville,Windmill Ridge - D'Iberville,11325,349900,2306,1,2023,39540
3.5,4,D'iberville,Windmill Ridge - D'Iberville,11325,385900,2785,1,2023,39540
2.5,4,D'iberville,Windmill Ridge - D'Iberville,11325,355900,2306,1,2023,39540
2.5,4,D'iberville,Windmill Ridge - D'Iberville,11325,355900,2306,1,2023,39540
2.5,4,D'iberville,Windmill Ridge - D'Iberville,11325,350900,2306,1,2023,39540
2.5,4,D'iberville,Windmill Ridge - D'Iberville,11325,330000,2256,2,2023,39540
,,D'iberville,Creekwood Estates,169884,120000,,,,39540
,,D'iberville,Creekwood Estates,52272,45000,,,,39540
,,Biloxi,Creekwood Estates,65340,45000,,,,39532
3,4,Biloxi,Lake Villa,18295,525000,2471,2,1971,39531
1,4,Biloxi,,13441,160000,2785,1,1960,39531
2,3,Biloxi,Edgewater Park,,599000,4156,1,1955,39531
3,3,Biloxi,Beau View,111949,529000,1820,1,2007,39531
2,2,Biloxi,Beau View,111949,369900,1392,3,2007,39531
2,3,Biloxi,Petit Bois,15245,319000,2249,1,2002,39531
2,2,Biloxi,Biloxi,4791,474990,1653,2,2022,39531
3,3,Biloxi,Biloxi,4791,459990,2179,2,2022,39531
2,2,Biloxi,Biloxi,4791,399990,1653,1,2022,39531
3,3,Biloxi,Biloxi,5227,429990,2179,2,2023,39531
3,4,Biloxi,Biloxi,5227,499990,2525,2,2022,39531
2,3,Biloxi,Briarfield,6098,364900,1566,1,2023,39531
3,3,Biloxi,Biloxi,4791,449990,2179,2,2023,39531
3,4,Biloxi,Biloxi,5227,699990,2525,2,2023,39531
3,4,Biloxi,Biloxi,5227,479990,2525,2,2023,39531
,,Biloxi,Edgewater Park,8712,59900,,,,39531
,,Biloxi,Briarfield,15681,49000,,,,39531
,,Biloxi,Enclave,9583,49000,,,,39531
3.5,4,Biloxi,La Bonne Terre,17424,478000,3916,2,2004,39531
2,3,Biloxi,La Bonne Terre,16988,329900,2076,1,2005,39531
1,,Biloxi,,5522,125500,1488,,2000,39531
1,3,Biloxi,,8466,80000,1686,,1994,39531
,,Biloxi,Biloxi,10454,80000,,,,39531
3,3,Jackson,Metes And Bounds,304920,319000,4000,1,1989,39212
3.5,3,Jackson,Carolwood,21780,199500,2269,1,1985,39211
2,3,Jackson,Oak Forest,,38000,1344,1,1956,39212
2,3,Jackson,Lake Trace North,,182000,2154,1,1967,39211
2,3,Jackson,Hibernia Hills,,57954,1483,1,1965,39209
2,4,Jackson,Georgian Woods,17424,235000,2700,1,1964,39211
2,3,Jackson,Kolb,13939,48000,1220,1,1950,39212
4.5,4,Jackson,Huguenot Woods,,549000,5070,2,1963,39211
2,4,Jackson,Canton Club,,120000,1719,1,1959,39211
1,3,Jackson,Brookwood Park,,30000,988,1,1955,39212
1,3,Jackson,East Oak Forest,,49900,1296,1,1958,39212
3.5,3,Jackson,Westland Heights,2178,48500,1220,1,1965,39209
2,3,Jackson,Briarwood,,150000,2073,1,1957,39211
2,3,Jackson,Oakwood Estates,43560,110000,2190,1,1972,39212
2,2,Jackson,River Place,,96000,1285,1,1986,39211
2,3,Jackson,Belhaven,,90000,1748,1,1940,39202
5,5,Jackson,Massena Heights,,799900,5731,2,1993,39211
2,3,Jackson,Pine Lake,,126000,1565,1,1968,39206
2,4,Jackson,Oak Creek,,82500,1550,1,1976,39212
2,4,Jackson,Metes And Bounds,,119900,2261,2,1965,39212
2,3,Jackson,Hickory Ridge,,50000,2436,1,1954,39206
,,Jackson,Briarwood Heights,,20000,2037,1,1967,39211
3.5,5,Jackson,Northpointe,,244900,4055,2,1977,39211
2,4,Jackson,Wingfield West,2178,110000,1626,1,1973,39204
2,3,Jackson,Chickasaw Park,,99900,1234,1,1938,39216
2,3,Jackson,Canton Club,,129850,1552,1,1959,39211
1.5,2,Jackson,Northtown Place,,75000,1108,2,1984,39211
3.5,4,Jackson,Northpointe,,219900,3879,2,1976,39211
1,3,Jackson,Willaneel,,13500,1021,1,1950,39204
2,2,Jackson,Fondren,,149700,1499,1,1940,39206
1.5,4,Jackson,Northview Addition,,34900,1668,1,1949,39206
2,3,Byram,Brookleigh,,173000,2093,1,1976,39272
3,3,Jackson,Fondren,24829,659000,3248,1.5,1960,39216
4,3,Jackson,Garden Park,21780,35000,2079,1.5,1962,39204
1,3,Jackson,North Meadows,,42000,1412,1,1955,39206
2,3,Jackson,Lakeover Terrace,,184000,1918,1,1977,39213
3,3,Jackson,Fondren,,329000,2928,2,1937,39216
1,3,Jackson,Rainey Heights,,68000,1008,1,1960,39212
2,3,Jackson,Swan Lake,,108000,2267,1,1972,39212
4.5,4,Jackson,Country Club Of Jackson,,449900,4621,2,2003,39211
3,3,Jackson,Belhaven,,249900,2105,2,1939,39202
2,3,Jackson,Belhaven,10890,185000,1487,1,1938,39202
2,3,Jackson,Belhaven,,264500,2350,1,1940,39202
,,Jackson,Metes And Bounds,217800,895000,,3,1964,39209
2,3,Jackson,Northview Addition,,160000,1267,1,1949,39216
3.5,3,Jackson,Fondren,,795000,4356,2,1939,39216
1,2,Jackson,Douglass Place,,16500,912,1,1950,39203
2,3,Jackson,Maywood,,179000,1530,1,1959,39211
2,3,Jackson,Forest Park,14435,187000,1403,1,1954,39211
1,2,Jackson,Fondren,,82000,1546,1,1942,39216
6,5,Jackson,Hazelvern Heights,,1475000,7603,2,1999,39211
2,3,Jackson,Briarwood Terrace,,130000,1635,1,1963,39211
2,3,Jackson,Alta Woods Park,,119000,2741,1,1954,39204
2,4,Jackson,Kimwood,,237000,2389,1,1960,39211
3.5,4,Jackson,Heatherton,21780,250000,3250,2,1985,39211
3,4,Jackson,Bellevue,,163000,2507,1,1951,39211
2,3,Jackson,Fondren,12196,190000,1433,1,1953,39206
1.5,3,Jackson,Greenbriar,,16900,1077,1,1970,39212
1.5,2,Jackson,Heritage Colony,,76400,1152,2,1973,39211
2,3,Jackson,Kimberly Heights,17424,240000,2268,1,1955,39211
2,2,Jackson,Meadowbrook East,5227,196000,2055,1,1984,39211
1.5,3,Jackson,Rebelwoods,21780,45000,1174,1,1970,39212
2,3,Jackson,Audubon Park,,299900,2421,1,1960,39211
1.5,3,Jackson,Canton Club,,118000,1765,1,1957,39211
2,3,Jackson,Sugaloch,,195000,1812,1.5,1995,39211
2.5,4,Jackson,Brook Side Place,,159900,2093,1,1965,39211
2.5,4,Jackson,East Manor Estates,,210000,2666,1,1968,39211
2,3,Jackson,Western Heights,,58000,1396,1,1960,39209
2.5,3,Jackson,Sherwood Forest,,325000,3281,2,1976,39211
2,3,Jackson,Westwick,10018,45000,1344,1,1971,39211
2,3,Jackson,Alamo,,28000,1305,1,1953,39213
3.5,5,Jackson,Lakeover Terrace,,414999,4315,2,1993,39213
2,3,Jackson,Bayridge Community,,145000,1650,2,1986,39211
2.5,4,Jackson,Country Club Of Jackson,,350000,2874,1,1974,39211
4,4,Jackson,Fondren,,274000,3919,2,1960,39216
2,3,Jackson,Bel Air,,75500,1236,1,1968,39213
2,3,Jackson,Wildwood North,,152900,1609,1,1972,39211
2,3,Jackson,Northpointe,,125000,2146,1.5,1976,39211
2,4,Jackson,Willowood,,120000,1704,1,1967,39212
2.5,4,Jackson,Heritage Estates,,202000,2689,1,1979,39212
2.5,3,Jackson,Eastover,,499000,3197,1,1963,39211
3,4,Jackson,Metes And Bounds,191664,167000,2255,1,1962,39212
2,4,Jackson,Windsor Forest,,135000,1717,1,1974,39212
2,3,Jackson,Briarcliff,,30000,1482,1,1974,39212
2,3,Jackson,Edgar S. Wilson,,52900,2293,1,1955,39206
2.5,5,Jackson,Heatherwood,,224999,2882,2,1965,39211
3.5,5,Jackson,Sherwood Forest,,315500,2884,1,1963,39211
2,3,Jackson,Brookleigh,2178,141000,1312,1.5,1984,39212
2.5,4,Byram,Springhill Place,,314900,2762,1.5,1983,39212
2,3,Byram,Brookleigh,,143500,1688,1.5,1986,39272
3,3,Jackson,Meadowbrook Hills,,179900,2213,1,1959,39211
3,4,Jackson,Eastover,,699000,4500,2,1968,39211
2,3,Jackson,Briarwood Addition,,142500,1827,1,1960,39211
2,4,Jackson,Wildwood North,,150000,2320,1,1971,39211
2,2,Jackson,Northtown Place,,87000,1206,1,1987,39211
2,3,Jackson,Club Park,,120000,1421,1,1952,39211
2,3,Jackson,Brookleigh,10890,168000,2086,1.5,1985,39272
2,3,Jackson,Ridgewood Park,,150000,1306,1,1962,39211
2,4,Jackson,Metes And Bounds,,49900,1372,1.5,1954,39212
5,4,Jackson,Crane Park,,729000,5200,2,2001,39216
2,3,Jackson,Kimberly Heights,,210000,1836,1,1956,39211
3.5,4,Jackson,Owens & Chapman,147668,349000,4130,2,2005,39212
1,3,Jackson,Northview,,69900,1097,1,1950,39206
2,3,Jackson,Fondren,,268000,1980,1,1954,39206
2,3,Jackson,Dalehaven,21780,120000,1931,1,1968,39213
3,4,Jackson,Sheffield,,358500,3381,1,1965,39211
2,3,Jackson,Meadowbrook East,,325000,2390,1.5,1996,39211
2,2,Jackson,North Brighton,,103000,1220,2,1987,39211
3,4,Jackson,Lake Trace North,,224900,3096,2,1987,39211
2,3,Jackson,Brookhollow Place,,129900,1690,1,1975,39212
3.5,3,Jackson,Northwest Terrace,21780,82500,1120,1,1967,39213
2,3,Byram,Torrey Pines,,145000,1590,1,1985,39272
1,2,Jackson,Claiborne Heights,10890,30000,992,1,1963,39209
1.5,2,Jackson,Cottage Grove,13068,35000,1000,1,1967,39213
2,3,Jackson,West Park,,19500,1680,1.5,1949,39209
2,3,Jackson,Elraine Resy,,45900,1270,1,1950,39213
2,4,Jackson,Wingfield West,,70000,2051,1,1978,39204
3,5,Jackson,East Manor Estates,,298000,3100,2,1972,39211
1,3,Jackson,Fondren,21780,89500,1176,1,1950,39206
2.5,4,Jackson,Heatherwood,,244900,2726,2,1973,39211
3.5,4,Jackson,Sherwood Forest,,369900,3978,2,1970,39211
3.5,5,Jackson,Brackenshire,,525000,3560,2,1977,39211
1,3,Jackson,Hillsdale,,12000,1206,1,1952,39209
2,3,Jackson,Clinton Blvd,,18900,1400,1,1952,39209
2,3,Jackson,Sunkist,,38900,1403,1,1976,39212
2,3,Jackson,Brookhollow,,99000,1293,1,2003,39212
2,3,Jackson,Woodville Heights,,27000,1252,1,1963,39212
2,3,Jackson,Warren Place,21780,161900,1873,1.5,1989,39212
2,3,Byram,Brookwood Pines,,199900,1900,1,1979,39272
2.5,2,Jackson,Fondren,,239000,1903,1,1951,39216
3,4,Jackson,Belhaven,,330000,3194,1.5,1930,39202
1.5,2,Jackson,Asylum Heights,,165000,1003,1,1941,39216
2,3,Jackson,Belhaven/Belhaven Heights,,180000,1820,2,1938,39202
2,5,Jackson,North Meadows,,55000,1085,1,1956,39206
4,5,Jackson,Heatherwood,,230000,3551,1.5,1972,39211
1,3,Jackson,Jackson College Addn,,4900,1204,1,1050,39204
1,3,Jackson,Broadmoor,,39900,1268,1,1951,39206
2,3,Jackson,Fondren,,157800,1766,1,1951,39206
2,2,Jackson,Fondren,,148000,1134,1,1953,39206
2.5,4,Jackson,Sherwood Forest,,250000,2366,1,1963,39211
2,3,Jackson,Presidential Hills,,29900,2049,1,1972,39213
2,5,Jackson,Garden Park,,84999,1862,1,1959,39204
2,4,Jackson,Mayfair,21780,165000,2111,1,1972,39212
